species_name,taxonomic_name,family,class,thermal_guild,range,frequency,abundance,max_length,trophic_level,trophic_group,trophic_group_2,water_column,diel_activity,habitat,min_depth,max_depth,ThermalMP_5_95,ThermalMP_5min_95max,Thermal_95thmax,TNConfidence,SGI,SGI conf,phylum,order,genus,species_epithet,phylogenetic_diversity_index,trophic_level_se,vulnerability,reproductive_mode,fertilization,spawning_frequency,batch_spawner,reproductive_guild,life_cycle,trophic_breadth,diet,diet_level,time,macrophyte,complexity
Paramonacanthus otisensis,Paramonacanthus otisensis,Monacanthidae,Actinopterygii,temperate,10,29,2,11,3.1,Benthic invertivore,Benthic invertivore,Demersal,Day,Coral,NA,NA,25.925,25.2255,30.532,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paranepanthia grandis,Paranepanthia grandis,Asterinidae,Asteroidea,temperate,343,6,1,14,NA,Benthic invertivore,Benthic invertivore,benthic,NA,rock,NA,NA,15.0988,15.5225,20.5147,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paranepanthia grandis,Paranepanthia grandis,Asterinidae,Asteroidea,NA,NA,NA,NA,NA,NA,benthic carnivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Echinodermata,Spinulosida,Paranepanthia,grandis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paranotothenia magellanica,Paranotothenia magellanica,Nototheniidae,Actinopterygii,temperate,399,25,1,38,3.4,Benthic invertivore,Benthic invertivore,benthic,Night,rock,0,255,6.623,6.606625,10.73235,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paranotothenia magellanica,Paranotothenia magellanica,Nototheniidae,Actinopterygii,NA,NA,NA,NA,NA,3.4,benthic carnivore,NA,benthic,NA,rock,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Paranotothenia,magellanica,0.75,0.5,41,dioecism,exterl,NA,NA,NA,NA,3.411764706,euphausiids,1,Night,low,medium
Paranthias colonus,Paranthias colonus,Serranidae,Actinopterygii,tropical,718,58,174,35.6,3.8,Planktivore,Planktivore,pelagic site attached,Day,coral,10,70,25.9665,25.4915,30.21,3,30.6646195,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paranthias colonus,Paranthias colonus,Serranidae,Actinopterygii,NA,NA,NA,NA,NA,3.8,planktivore,NA,pelagic site attached,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Paranthias,colonus,0.75,0.59,34,protogyny,exterl,NA,NA,nonguarders,NA,3,Carnivore,4,Day,low,medium
Paranthias furcifer,Paranthias furcifer,Serranidae,Actinopterygii,tropical,10,60,4,30,3.1,Planktivore,Planktivore,pelagic site attached,Day,coral,8,100,27.736,27.7815,29.299,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paranthias furcifer,Paranthias furcifer,Serranidae,Actinopterygii,NA,NA,NA,NA,NA,3.1,planktivore,NA,pelagic site attached,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Paranthias,furcifer,0.75,0.3,38,protogyny,exterl,NA,NA,nonguarders,NA,3,Carnivore,4,Day,low,medium
Parapercis australis,Parapercis australis,Pinguipedidae,Actinopterygii,tropical,1731,8,2,24,3.5,Benthic invertivore,Benthic invertivore,benthic,Day,sand,NA,NA,25.696125,24.5808,30.0306,3,14.370781,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parapercis australis,Parapercis australis,Pinguipedidae,Actinopterygii,NA,NA,NA,NA,NA,3.5,benthic carnivore,NA,Demersal,NA,sand,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Parapercis,australis,0.5,0.6,24,NA,NA,NA,NA,NA,NA,3.75,Carnivore,4,Day,low,low
Parapercis clathrata,Parapercis clathrata,Pinguipedidae,Actinopterygii,tropical,2049,10,2,24,3.6,Benthic invertivore,Benthic invertivore,benthic,Day,sand,3,50,26.951,26.422,31.419,3,13.7905577,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parapercis clathrata,Parapercis clathrata,Pinguipedidae,Actinopterygii,NA,NA,NA,NA,NA,3.6,benthic carnivore,NA,Demersal,NA,sand,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Parapercis,clathrata,0.5,0.6,25,NA,NA,NA,NA,NA,NA,3.75,Carnivore,4,Day,low,low
Parapercis colias,Parapercis colias,Pinguipedidae,Actinopterygii,temperate,379,15,2,45,3.9,Benthic invertivore,Benthic invertivore,benthic,Day,rock,52,150,14.99245,15.889,20.128,2,1.084619,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parapercis colias,Parapercis colias,Pinguipedidae,Actinopterygii,NA,NA,NA,NA,NA,3.9,benthic carnivore,NA,Demersal,NA,sand,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Parapercis,colias,0.5,0.7,24,NA,NA,NA,NA,NA,NA,3,Carnivore,4,Day,low,medium
Parapercis haackei,Parapercis haackei,Pinguipedidae,Actinopterygii,temperate,690,35,5,11,3.4,Benthic invertivore,Benthic invertivore,benthic,Day,sand,1,35,19.719,18.667,23.993,3,12.3219032,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parapercis haackei,Parapercis haackei,Pinguipedidae,Actinopterygii,NA,NA,NA,NA,NA,3.4,benthic carnivore,NA,Demersal,NA,sand,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Parapercis,haackei,0.5,0.6,12,NA,NA,NA,NA,NA,NA,3.75,Carnivore,4,Day,low,low
Parapercis hexophtalma,Parapercis hexophtalma,Pinguipedidae,Actinopterygii,tropical,3793,8,2,29,3.6,Benthic invertivore,Benthic invertivore,benthic,Day,sand,NA,NA,NA,NA,NA,NA,5.7910796,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parapercis lineopunctata,Parapercis lineopunctata,Pinguipedidae,Actinopterygii,tropical,793,4,2,74.1,3.9,Benthic invertivore,Benthic invertivore,benthic,Day,sand,3,28,26.804,27.118,30.402,1,1.6201804,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parapercis lineopunctata,Parapercis lineopunctata,Pinguipedidae,Actinopterygii,NA,NA,NA,NA,NA,3.9,benthic carnivore,NA,Demersal,NA,sand,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Parapercis,lineopunctata,0.5,0.7,51,protogyny,exterl,NA,NA,NA,NA,3.75,Carnivore,4,Day,low,low
Parapercis millepunctata,Parapercis millepunctata,Pinguipedidae,Actinopterygii,tropical,4744,6,2,18,3.5,Benthic invertivore,Benthic invertivore,benthic,Day,sand,3,50,27.386,26.901575,30.83595,3,10.6494375,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parapercis millepunctata,Parapercis millepunctata,Pinguipedidae,Actinopterygii,NA,NA,NA,NA,NA,3.5,benthic carnivore,NA,Demersal,NA,sand,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Parapercis,millepunctata,0.5,0.6,21,NA,NA,NA,NA,NA,NA,1,benth. crustaceans,2,Day,low,low
Parapercis multiplicata,Parapercis multiplicata,Pinguipedidae,Actinopterygii,tropical,1085,4,1,15,3.5,Benthic invertivore,Benthic invertivore,benthic,Day,sand,4,30,27.868025,27.6882,31.16675,2,1.5047526,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parapercis multiplicata,Parapercis multiplicata,Pinguipedidae,Actinopterygii,NA,NA,NA,NA,NA,3.5,benthic carnivore,NA,Demersal,NA,sand,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Parapercis,multiplicata,0.5,0.6,16,NA,NA,NA,NA,NA,NA,3.75,Carnivore,4,Day,low,low
Parapercis pacifica,Parapercis pacifica,Pinguipedidae,Actinopterygii,tropical,4038,6,2,18.6,3.5,Benthic invertivore,Benthic invertivore,benthic,Day,sand,0,6,27.207175,26.41405,31.18125,3,2.9732934,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parapercis pacifica,Parapercis pacifica,Pinguipedidae,Actinopterygii,NA,NA,NA,NA,NA,3.5,benthic carnivore,NA,Demersal,NA,sand,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Parapercis,pacifica,0.5,0.6,26,NA,NA,NA,NA,NA,NA,3.75,Carnivore,4,Day,low,low
Parapercis pulchella,Parapercis pulchella,Pinguipedidae,Actinopterygii,temperate,NA,NA,NA,20,3.5,Benthic invertivore,Benthic invertivore,Demersal,Day,sand,NA,NA,22.5233,23.3027,30.9845,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parapercis pulchella,Parapercis pulchella,Pinguipedidae,Actinopterygii,NA,NA,NA,NA,NA,3.5,benthic carnivore,NA,Demersal,NA,sand,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Parapercis,pulchella,0.5,0.6,23,NA,NA,NA,NA,NA,NA,3.75,Carnivore,4,Day,low,low
Parapercis queenslandica,Parapercis queenslandica,Pinguipedidae,Actinopterygii,tropical,729,13,2,29,3.6,Benthic invertivore,Benthic invertivore,benthic,Day,sand,NA,NA,NA,NA,NA,NA,11.6214396,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parapercis ramsayi,Parapercis ramsayi,Pinguipedidae,Actinopterygii,temperate,143,13,2,20,3.5,Benthic invertivore,Benthic invertivore,benthic,Day,sand,5,80,19.966,20.173,24.56,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parapercis ramsayi,Parapercis ramsayi,Pinguipedidae,Actinopterygii,NA,NA,NA,NA,NA,3.5,benthic carnivore,NA,Demersal,NA,sand,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Parapercis,ramsayi,0.5,0.6,23,NA,NA,NA,NA,NA,NA,3.75,Carnivore,4,Day,low,low
Parapercis schauinslandii,Parapercis schauinslandii,Pinguipedidae,Actinopterygii,tropical,2369,1,7,18,3.4,Benthic invertivore,Benthic invertivore,benthic,Day,sand,9,50,28.729875,28.063625,30.48975,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parapercis schauinslandii,Parapercis schauinslandii,Pinguipedidae,Actinopterygii,NA,NA,NA,NA,NA,3.4,benthic carnivore,NA,Demersal,NA,sand,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Parapercis,schauinslandii,0.5,0.45,21,NA,NA,NA,NA,NA,NA,3.75,Carnivore,4,Day,low,low
Parapercis signata,Parapercis signata,Pinguipedidae,Actinopterygii,tropical,NA,NA,NA,13,4,Benthic invertivore,Benthic invertivore,Demersal,Day,sand,NA,NA,29.39,29.5495,30.792,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parapercis signata,Parapercis signata,Pinguipedidae,Actinopterygii,NA,NA,NA,NA,NA,4,benthic carnivore,NA,Demersal,NA,sand,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Parapercis,signata,0.5,0.62,15,NA,NA,NA,NA,NA,NA,3.75,Carnivore,4,Day,low,low
Parapercis snyderi,Parapercis snyderi,Pinguipedidae,Actinopterygii,tropical,2512,7,3,11,3.4,Benthic invertivore,Benthic invertivore,benthic,Day,sand,4,25,21.755025,23.182,31.136,1,0.8211859,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parapercis snyderi,Parapercis snyderi,Pinguipedidae,Actinopterygii,NA,NA,NA,NA,NA,3.4,benthic carnivore,NA,Demersal,NA,sand,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Parapercis,snyderi,0.5,0.6,13,protogyny,exterl,NA,NA,nonguarders,NA,3.75,Carnivore,4,Day,low,low
Parapercis sp. [Raja],Parapercis spp.,#N/A,#N/A,tropical,NA,NA,NA,NA,NA,Benthic invertivore,Benthic invertivore,benthic,NA,sand,NA,NA,30.629,30.5165,31.176,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parapercis sp. [cylindrica],Parapercis spp.,Pinguipedidae,Actinopterygii,tropical,NA,NA,NA,22,3.4,Benthic invertivore,Benthic invertivore,Demersal,Day,sand,NA,NA,29.32365,29.25185,30.7169,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parapercis sp. [cylindrica],Parapercis spp.,Pinguipedidae,Actinopterygii,NA,NA,NA,NA,NA,3.4,benthic carnivore,NA,Demersal,NA,sand,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Parapercis,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,3.75,Carnivore,4,Day,low,low
Parapercis spp.,Parapercis spp.,Pinguipedidae,Actinopterygii,tropical,NA,NA,NA,NA,3.4,Benthic invertivore,Benthic invertivore,Demersal,Day,sand,NA,NA,25.0145,24.09325,30.412,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parapercis spp.,Parapercis spp.,Pinguipedidae,Actinopterygii,NA,NA,NA,NA,NA,3.4,benthic carnivore,NA,Demersal,NA,sand,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Parapercis,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,3.75,Carnivore,4,Day,low,low
Parapercis stricticeps,Parapercis stricticeps,Pinguipedidae,Actinopterygii,temperate,584,5,1,18,3.5,Benthic invertivore,Benthic invertivore,benthic,Day,sand,4,20,22.149,21.96425,27.7585,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parapercis stricticeps,Parapercis stricticeps,Pinguipedidae,Actinopterygii,NA,NA,NA,NA,NA,3.5,benthic carnivore,NA,Demersal,NA,sand,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Parapercis,stricticeps,0.5,0.6,21,NA,NA,NA,NA,NA,NA,3.75,Carnivore,4,Day,low,low
Parapercis tetracantha,Parapercis tetracantha,Pinguipedidae,Actinopterygii,tropical,1961,22,3,26,3.6,Benthic invertivore,Benthic invertivore,benthic,Day,sand,12,20,29.568,29.0705,30.543,1,2.9461888,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parapercis tetracantha,Parapercis tetracantha,Pinguipedidae,Actinopterygii,NA,NA,NA,NA,NA,3.6,benthic carnivore,NA,Demersal,NA,sand,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Parapercis,tetracantha,0.5,0.6,26,NA,NA,NA,NA,NA,NA,3.75,Carnivore,4,Day,low,low
Parapercis xanthogramma,Parapercis xanthogramma,Pinguipedidae,Actinopterygii,tropical,803,40,1,NA,NA,Benthic invertivore,Benthic invertivore,benthic,Day,sand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parapercis xanthozona,Parapercis xanthozona,Pinguipedidae,Actinopterygii,tropical,973,6,3,23,3.6,Benthic invertivore,Benthic invertivore,benthic,Day,sand,10,20,26.9414,26.44975,30.6614,2,0.8724181,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parapercis xanthozona,Parapercis xanthozona,Pinguipedidae,Actinopterygii,NA,NA,NA,NA,NA,3.6,benthic carnivore,NA,Demersal,NA,sand,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Parapercis,xanthozona,0.5,0.6,24,NA,NA,NA,NA,NA,NA,3.75,Carnivore,4,Day,low,low
Paraplesiops alisonae,Paraplesiops alisonae,Plesiopidae,Actinopterygii,temperate,NA,NA,NA,15,3.7,Benthic invertivore,Benthic invertivore,Demersal,Night,rock,NA,NA,16.7663,16.5992,21.465,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraplesiops alisonae,Paraplesiops alisonae,Plesiopidae,Actinopterygii,NA,NA,NA,NA,NA,3.7,benthic carnivore,NA,Demersal,NA,rock,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Paraplesiops,alisonae,0.5312,0.6,26,dioecism,exterl,NA,NA,guarders,NA,3,Benthic Mobile Inverts,3,Night,low,high
Paraplesiops bleekeri,Paraplesiops bleekeri,Plesiopidae,Actinopterygii,temperate,134,7,1,40,3.8,Benthic invertivore,Benthic invertivore,Demersal,Night,rock,3,30,19.577025,19.255,23.239,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraplesiops bleekeri,Paraplesiops bleekeri,Plesiopidae,Actinopterygii,NA,NA,NA,NA,NA,3.8,benthic carnivore,NA,Demersal,NA,rock,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Paraplesiops,bleekeri,0.5312,0.6,36,dioecism,exterl,NA,NA,guarders,NA,3,Benthic Mobile Inverts,3,Day,low,high
Paraplesiops meleagris,Paraplesiops meleagris,Plesiopidae,Actinopterygii,temperate,1013,28,2,36,4,Benthic invertivore,Benthic invertivore,Demersal,Night,rock,5,40,19.052,17.856,23.178,3,3.3976534,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraplesiops meleagris,Paraplesiops meleagris,Plesiopidae,Actinopterygii,NA,NA,NA,NA,NA,4,benthic carnivore,NA,Demersal,NA,rock,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Paraplesiops,meleagris,0.5312,0.65,41,dioecism,exterl,NA,NA,guarders,NA,3,Benthic Mobile Inverts,3,Day,low,high
Paraplesiops poweri,Paraplesiops poweri,Plesiopidae,Actinopterygii,tropical,10,100,1,8.3,3.6,Benthic invertivore,Benthic invertivore,Demersal,Night,rock,NA,NA,23.905,23.8395,27.64,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraplesiops poweri,Paraplesiops poweri,Plesiopidae,Actinopterygii,NA,NA,NA,NA,NA,3.6,benthic carnivore,NA,Demersal,NA,rock,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Paraplesiops,poweri,0.5312,0.6,22,dioecism,exterl,NA,NA,guarders,NA,3,Benthic Mobile Inverts,3,Day,low,high
Paraplotosus butleri,Paraplotosus butleri,Plotosidae,Actinopterygii,tropical,1311,14,1,32.5,3.4,Benthic invertivore,Benthic invertivore,Demersal,Night,coral,0,5,26.36205,26.46,31.495,3,4.4184742,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraplotosus butleri,Paraplotosus butleri,Plotosidae,Actinopterygii,NA,NA,NA,NA,NA,3.4,benthic carnivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Siluriformes,Paraplotosus,butleri,0.625,0.54,39,NA,NA,NA,NA,NA,NA,3.666666667,Benthic Mobile Inverts,3,Night,low,medium
Paraplotosus muelleri,Paraplotosus muelleri,Plotosidae,Actinopterygii,tropical,10,50,1,26.8,3.4,Benthic invertivore,Benthic invertivore,Demersal,Night,coral,0,8,29.55405,29.137875,32.87675,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraplotosus muelleri,Paraplotosus muelleri,Plotosidae,Actinopterygii,NA,NA,NA,NA,NA,3.4,benthic carnivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Siluriformes,Paraplotosus,muelleri,0.625,0.54,33,NA,NA,NA,NA,NA,NA,3.666666667,Benthic Mobile Inverts,3,Night,low,medium
Paraplotosus spp.,Paraplotosus spp.,Plotosidae,Actinopterygii,tropical,NA,NA,NA,NA,NA,Benthic invertivore,Benthic invertivore,Demersal,Night,coral,NA,NA,26.862,26.889,30.903,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraplotosus spp.,Paraplotosus spp.,Plotosidae,Actinopterygii,NA,NA,NA,NA,NA,NA,benthic carnivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Siluriformes,Paraplotosus,NA,0.625,NA,NA,NA,NA,NA,NA,NA,NA,3.666666667,Benthic Mobile Inverts,3,Night,low,medium
Parapriacanthus dispar,Parapriacanthus dispar,Pempheridae,Actinopterygii,tropical,10,100,5,16,3.4,Planktivore,Planktivore,Demersal,Night,coral,NA,NA,26.335,26.5525,30.31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parapriacanthus elongatus,Parapriacanthus elongatus,Pempherididae,Actinopterygii,temperate,1179,6,115,14,3.5,Benthic invertivore,Benthic invertivore,Demersal,Night,rock,2,60,18.863,18.2685,23.261,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parapriacanthus elongatus,Parapriacanthus elongatus,Pempherididae,Actinopterygii,NA,NA,NA,NA,NA,3.5,benthic carnivore,NA,Demersal,NA,rock,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Parapriacanthus,elongatus,0.5625,0.5,21,NA,NA,NA,NA,NA,NA,2,benth. crustaceans,1,Night,low,high
Parapriacanthus ransonneti,Parapriacanthus ransonneti,Pempherididae,Actinopterygii,tropical,2792,2,579,10,3.4,Benthic invertivore,Benthic invertivore,Demersal,Night,coral,NA,NA,26.218925,25.084075,30.873,3,2.3267586,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parapriacanthus ransonneti,Parapriacanthus ransonneti,Pempherididae,Actinopterygii,NA,NA,NA,NA,NA,3.4,benthic carnivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Parapriacanthus,ransonneti,0.5625,0.45,15,NA,NA,NA,NA,NA,NA,2,benth. crustaceans,1,Night,low,high
Parapristipoma octolineatum,Parapristipoma octolineatum,Haemulidae,Actinopterygii,temperate,791,7,2,50,3.6,Benthic invertivore,Benthic invertivore,Demersal,Night,rock,4,60,23.0485,23.169,26.771,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parapristipoma octolineatum,Parapristipoma octolineatum,Haemulidae,Actinopterygii,NA,NA,NA,NA,NA,3.6,benthic carnivore,NA,Demersal,NA,rock,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Parapristipoma,octolineatum,0.5625,0.5,53,NA,NA,NA,NA,NA,NA,4.269230769,Benthic Mobile Inverts,3,Night,low,medium
Parapristipoma trilineatum,Parapristipoma trilineatum,Haemulidae,Actinopterygii,temperate,10,50,11,40,3.4,Benthic invertivore,Benthic invertivore,Demersal,Night,rock,NA,NA,22.434125,23.2895,31.136,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parapristipoma trilineatum,Parapristipoma trilineatum,Haemulidae,Actinopterygii,NA,NA,NA,NA,NA,3.4,benthic carnivore,NA,Demersal,NA,rock,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Parapristipoma,trilineatum,0.5625,0.45,36,dioecism,exterl,NA,NA,nonguarders,NA,4.269230769,Benthic Mobile Inverts,3,Night,low,medium
Parasalenia gratiosa,Parasalenia gratiosa,Parasaleniidae,Echinoidea,tropical,10,50,108,4,NA,Browsing herbivore,Herbivore,benthic,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parascolopsis spp.,Parascolopsis spp.,Nemipteridae,Actinopterygii,tropical,NA,NA,NA,NA,NA,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,NA,NA,29.395,29.469,30.332,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parascolopsis spp.,Parascolopsis spp.,Nemipteridae,Actinopterygii,NA,NA,NA,NA,NA,NA,benthic carnivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Parascolopsis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.285714286,Benthic Mobile Inverts,3,Day,low,low
Parascorpaena aurita,Parascorpaena aurita,Scorpaenidae,Actinopterygii,tropical,2017,2,1,4.5,3.3,Benthic invertivore,Benthic invertivore,benthic,Day,coral,NA,NA,26.46475,25.2875,30.4155,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parascorpaena aurita,Parascorpaena aurita,Scorpaenidae,Actinopterygii,NA,NA,NA,NA,NA,3.3,benthic carnivore,NA,benthic,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Scorpaeniformes,Parascorpaena,aurita,0.5156,0.5,17,NA,NA,NA,NA,NA,NA,2.071428571,benth. crustaceans,2,Day,low,medium
Parascorpaena spp.,Parascorpaena spp.,Scorpaenidae,Actinopterygii,tropical,NA,NA,NA,NA,NA,Higher carnivore,Higher carnivore,benthic,Day,coral,NA,NA,26.862,26.889,30.903,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parascorpis typus,Parascorpis typus,Parascorpididae,Actinopterygii,temperate,237,50,1,60,3.2,Benthic invertivore,Benthic invertivore,pelagic site attached,Day,rock,20,200,17.84265,18.1854,21.4318,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parascorpis typus,Parascorpis typus,Parascorpididae,Actinopterygii,NA,NA,NA,NA,NA,3.2,benthic carnivore,NA,pelagic site attached,NA,rock,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Parascorpis,typus,1.5,0.4,35,NA,NA,NA,NA,NA,NA,1,euphausiids,1,Day,low,medium
