wkt_geom,Latitude,Longitude,Name,Icon,IconColor,site_name,country,area,location,mpa,protection,programs,ATRC depth,ATRC years,RLS date-d,old_site_c,wave_expos,relief,slope,currents,realm,province,ecoregion,lat_zone,geom,temperature_mean_2020,silicate_mean_2020,salinity_mean,primary_productivity_mean_2020,phosphate_mean_2020,pH_mean_2020,nitrate_mean_2020,agricultural_diffuse_source_runoff,marine_debris,recreational_fishing_vessel,Commercial_fishing_vessel,iron_mean_2020,dissolved_O2_mean_2020,current_velocity_mean_2020,current_direction_mean_2020,mixed_layer_depth_mean_2020,air_temperature_mean_2020,chlorophyll_mean_2020
Point (131.14284000000000674 -7.51491000000000042),-7.51491,131.14284,TI5,165,#1E90FF,Pulau Kiswui,Indonesia,Banda Archipelago,Banda Sea,,Fishing,RLS,#N/A,#N/A,"04/10/2015-9m, 04/10/2015-3m",,,,,,Central Indo-Pacific,Western Coral Triangle,Banda Sea,Tropical,0101000020E6100000F01131259264604090882991440F1EC0,28.87641015,3.397173361,34.09811815,1.439924193,0.054765415,8.047797637,0.002606989,0,0.487418503,0,1.24E-06,0.00242877,201.0727157,0.021477845,235.4571591,10.69610998,27.5158268,0.136500509
Point (130.93653000000000475 -7.87654000000000032),-7.87654,130.93653,TI6,165,#1E90FF,Kangaroo,Indonesia,Banda Archipelago,Banda Sea,,Fishing,RLS,#N/A,#N/A,"05/10/2015-11m, 05/10/2015-11.1m",,,,,,Central Indo-Pacific,Western Coral Triangle,Banda Sea,Tropical,0101000020E61000002237C30DF85D6040198BA6B393811FC0,28.66842681,3.401087387,34.18890732,1.458718749,0.04766872,8.047984258,0.005275837,0,0.509584844,0,0,0.002468054,201.2300932,0.059919022,248.4029218,17.53904394,27.53319664,0.144654135
Point (131.11498000000000275 -8.12118000000000073),-8.12118,131.11498,TI7,165,#1E90FF,Pulau Selaru NE,Indonesia,Banda Archipelago,Banda Sea,,Fishing,RLS,#N/A,#N/A,"05/10/2015-3.5m, 05/10/2015-1.5m",,,,,,Central Indo-Pacific,Western Coral Triangle,Banda Sea,Tropical,0101000020E6100000367689EAAD636040CBDB114E0B3E20C0,28.6458648,3.484092597,34.18590115,1.458435973,0.048943149,8.04788288,0.006049727,0,0.49388507,0,0,0.002334517,201.3861875,0.041222852,245.2697488,16.10195637,27.54346276,0.149447858
Point (130.75910999999999262 -8.3134800000000002),-8.31348,130.75911,TI8,165,#1E90FF,Tanjung Arousu,Indonesia,Banda Archipelago,Banda Sea,,Fishing,RLS,#N/A,#N/A,"07/10/2015-8m, 07/10/2015-10.6m",,,,,,Central Indo-Pacific,Western Coral Triangle,Banda Sea,Tropical,0101000020E610000022020EA14A58604071E6577380A020C0,28.58267071,3.581920312,34.19661598,1.388589182,0.044001338,8.04830871,0.00267833,0,0.53002584,0,0,0.00167602,201.5378786,0.042148519,252.1816316,21.02510188,27.57196862,0.128610897
Point (130.76363000000000625 -8.31540000000000035),-8.3154,130.76363,TI9,165,#1E90FF,Arousu Reef,Indonesia,Banda Archipelago,Banda Sea,,Fishing,RLS,#N/A,#N/A,"07/10/2015-5m, 07/10/2015-4.5m",,,,,,Central Indo-Pacific,Western Coral Triangle,Banda Sea,Tropical,0101000020E6100000D3872EA86F5860401A51DA1B7CA120C0,28.58267071,3.581920312,34.19661598,1.388589182,0.044001338,8.04830871,0.00267833,0,0.53002584,0,0,0.00167602,201.5378786,0.042148519,252.1816316,21.02510188,27.57196862,0.128610897
Point (122.34199999999999875 -8.48600000000000065),-8.486,122.342,FLORES1,165,#AAF0D1,Pulau Besar Maragajong,Indonesia,Flores,Flores,Teluk Maumere,Fishing,RLS,#N/A,#N/A,28/05/2009-10m,,2,3,4,3,Central Indo-Pacific,Western Coral Triangle,Lesser Sunda,Tropical,0101000020E6100000DACEF753E3955E4046B6F3FDD4F820C0,29.08807887,4.867544751,33.39706402,1.392081725,0.021755061,8.046759669,0.003253135,0,0.559564471,0,0,0.003170371,201.7703871,0.023780911,251.8399862,15.79747909,27.56315714,0.101513815
Point (122.32913000000000636 -8.4538600000000006),-8.45386,122.32913,FLORES2,165,#AAF0D1,Ruteng,Indonesia,Flores,Flores,Teluk Maumere,Fishing,RLS,#N/A,#N/A,29/05/2009-6m,,2,4,4,3,Central Indo-Pacific,Western Coral Triangle,Lesser Sunda,Tropical,0101000020E61000007B88467710955E40D5EC815660E820C0,29.08807887,4.867544751,33.39706402,1.392081725,0.021755061,8.046759669,0.003253135,0,0.559564471,0,0,0.003170371,201.7703871,0.023780911,251.8399862,15.79747909,27.56315714,0.101513815
Point (122.32841999999999416 -8.43985999999999947),-8.43986,122.32842,FLORES3,165,#AAF0D1,Taat  Pulau Besar,Indonesia,Flores,Flores,Teluk Maumere,Fishing,RLS,#N/A,#N/A,29/05/2009-10m,,2,4,4,3,Central Indo-Pacific,Western Coral Triangle,Lesser Sunda,Tropical,0101000020E61000008CD651D504955E401BA3755435E120C0,29.088439,4.865674511,33.3792817,1.386793395,0.022226722,8.046708461,0.003168307,0,0.559564471,0,0,0.003004986,201.7373248,0.033000168,258.8042639,15.34348581,27.60605894,0.101197637
Point (122.32842999999999734 -8.43965999999999994),-8.43966,122.32843,FLORES4,165,#AAF0D1,South Pangah Batang Spit,Indonesia,Flores,Flores,Teluk Maumere,Fishing,RLS,#N/A,#N/A,30/05/2009-7m,,2,3,4,3,Central Indo-Pacific,Western Coral Triangle,Lesser Sunda,Tropical,0101000020E61000009F4143FF04955E40FEB7921D1BE120C0,29.088439,4.865674511,33.3792817,1.386793395,0.022226722,8.046708461,0.003168307,0,0.559564471,0,0,0.003004986,201.7373248,0.033000168,258.8042639,15.34348581,27.60605894,0.101197637
Point (122.46080999999999506 -8.48432000000000031),-8.48432,122.46081,FLORES5,165,#AAF0D1,South Pasar Sari  Gosong Bone Atoll,Indonesia,Flores,Flores,Teluk Maumere,Fishing,RLS,#N/A,#N/A,31/05/2009-10m,,2,4,4,3,Central Indo-Pacific,Western Coral Triangle,Lesser Sunda,Tropical,0101000020E6100000DEEA39E97D9D5E40F29881CAF8F720C0,29.11359023,4.727918435,33.39931305,1.386641288,0.02467095,8.045957621,0.003273267,0,0.559564471,0,0,0.002860889,201.8384352,0.025141874,238.7046168,15.40697978,27.59613576,0.104446197
Point (122.49899999999999523 -8.4350000000000005),-8.435,122.499,FLORES6,165,#AAF0D1,Pulau Babi South,Indonesia,Flores,Flores,Teluk Maumere,Fishing,RLS,#N/A,#N/A,01/06/2009-4m,,2,4,4,3,Central Indo-Pacific,Western Coral Triangle,Lesser Sunda,Tropical,0101000020E61000000E2DB29DEF9F5E401F85EB51B8DE20C0,29.10960584,4.760965975,33.38031358,1.382627973,0.024230872,8.046122131,0.003155941,0,0.559564471,0,0,0.002789249,201.7744378,0.02751583,246.3741828,15.46293366,27.62921657,0.103169816
Point (122.48145999999999844 -8.48254999999999981),-8.48255,122.48146,FLORES7,165,#AAF0D1,Tanjung Darat,Indonesia,Flores,Flores,,Fishing,RLS,#N/A,#N/A,01/06/2009-9m,,2,3,4,3,Central Indo-Pacific,Western Coral Triangle,Lesser Sunda,Tropical,0101000020E610000043959A3DD09E5E409E5E29CB10F720C0,29.11359023,4.727918435,33.39931305,1.386641288,0.02467095,8.045957621,0.003273267,0,0.559564471,0,0,0.002860889,201.8384352,0.025141874,238.7046168,15.40697978,27.59613576,0.104446197
Point (130.66518999999999551 -0.56005000000000005),-0.56005,130.66519,RAJA1,165,#FFFF33,Kaburan,Indonesia,West Papua,Raja Ampat,Selat Dampier,Restricted take multizoned,RLS,#N/A,#N/A,"17/08/2014-9m, 25/08/2014-15m, 25/08/2014-11m, 19/03/2018-11m, 19/03/2018-8m",,2,4,3,2,Central Indo-Pacific,Western Coral Triangle,Papua,Tropical,0101000020E61000000AF4893C495560405DFE43FAEDEBE1BF,29.5286116,3.188232581,34.04315637,1.31327858,0.107299232,8.041202322,0.002893293,0,0.475397855,0,0,0.002821128,199.6381734,0.078747867,245.1306772,14.26331558,27.15896397,0.124419048
Point (130.67674999999999841 -0.55515000000000003),-0.55515,130.67675,RAJA10,165,#FFFF33,Kri jetty west,Indonesia,West Papua,Raja Ampat,Selat Dampier,No take multizoned,RLS,#N/A,#N/A,23/08/2014-5m,,2,4,3,3,Central Indo-Pacific,Western Coral Triangle,Papua,Tropical,0101000020E61000002DB29DEFA755604016FBCBEEC9C3E1BF,29.5286116,3.188232581,34.04315637,1.31327858,0.107299232,8.041202322,0.002893293,0,0.475397855,0,0,0.002821128,199.6381734,0.078747867,245.1306772,14.26331558,27.15896397,0.124419048
Point (130.66423000000000343 -0.48774000000000001),-0.48774,130.66423,RAJA11,165,#FFFF33,Blue Water Mangroves,Indonesia,West Papua,Raja Ampat,Selat Dampier,No take multizoned,RLS,#N/A,#N/A,"26/08/2014-2.5m, 26/08/2014-1.5m, 26/08/2014-3m",,1,3,2,1,Central Indo-Pacific,Western Coral Triangle,Papua,Tropical,0101000020E6100000B5E0455F41556040D6DD3CD52137DFBF,29.52666434,3.184281741,34.04963204,1.308019534,0.107225072,8.04150955,0.002624878,0,0.475397855,0,0,0.00279723,199.6159075,0.063968543,246.0968279,15.27648849,27.17418606,0.12326256
Point (130.66560000000001196 -0.50721000000000005),-0.50721,130.6656,RAJA12,165,#FFFF33,Meyers Mimpi,Indonesia,West Papua,Raja Ampat,Selat Dampier,No take multizoned,RLS,#N/A,#N/A,"26/08/2014-10m, 26/08/2014-12m, 26/08/2014-7m",,2,3,3,2,Central Indo-Pacific,Western Coral Triangle,Papua,Tropical,0101000020E6100000F7065F984C5560407B884677103BE0BF,29.52666434,3.184281741,34.04963204,1.308019534,0.107225072,8.04150955,0.002624878,0,0.475397855,0,0,0.00279723,199.6159075,0.063968543,246.0968279,15.27648849,27.17418606,0.12326256
Point (130.67327000000000226 -0.51544000000000001),-0.51544,130.67327,RAJA13,165,#FFFF33,Mikes Point,Indonesia,West Papua,Raja Ampat,Selat Dampier,No take multizoned,RLS,#N/A,#N/A,"27/08/2014-4m, 27/08/2014-12m",,2,4,4,3,Central Indo-Pacific,Western Coral Triangle,Papua,Tropical,0101000020E610000018EC866D8B556040919BE1067C7EE0BF,29.52666434,3.184281741,34.04963204,1.308019534,0.107225072,8.04150955,0.002624878,0,0.475397855,0,0,0.00279723,199.6159075,0.063968543,246.0968279,15.27648849,27.17418606,0.12326256
Point (130.69781000000000404 -0.44995000000000002),-0.44995,130.69781,RAJA14,165,#FFFF33,Batu Lima,Indonesia,West Papua,Raja Ampat,Selat Dampier,No take multizoned,RLS,#N/A,#N/A,"27/08/2014-7m, 27/08/2014-15m",,2,3,3,3,Central Indo-Pacific,Western Coral Triangle,Papua,Tropical,0101000020E61000004C1AA37554566040EB73B515FBCBDCBF,29.52112491,3.171171228,34.0169836,1.3169636,0.107472198,8.041649678,0.002843149,0,0.475397855,0,0,0.002713989,199.6296168,0.036234954,246.0346411,15.71955381,27.19548281,0.126071399
Point (130.68880999999998949 -0.55401999999999996),-0.55402,130.68881,RAJA15,165,#FFFF33,Sorido Wall,Indonesia,West Papua,Raja Ampat,Selat Dampier,No take multizoned,RLS,#N/A,#N/A,"27/08/2014-5m, 27/08/2014-9m",,,,,,Central Indo-Pacific,Western Coral Triangle,Papua,Tropical,0101000020E61000000DE544BB0A566040B48EAA2688BAE1BF,29.5286116,3.188232581,34.04315637,1.31327858,0.107299232,8.041202322,0.002893293,0,0.475397855,0,0,0.002821128,199.6381734,0.078747867,245.1306772,14.26331558,27.15896397,0.124419048
Point (130.71652000000000271 -0.53488999999999998),-0.53489,130.71652,RAJA16,165,#FFFF33,Sardines,Indonesia,West Papua,Raja Ampat,Selat Dampier,No take multizoned,RLS,#N/A,#N/A,28/08/2014-18m,,3,3,3,4,Central Indo-Pacific,Western Coral Triangle,Papua,Tropical,0101000020E6100000C2DD59BBED56604059A31EA2D11DE1BF,29.51985246,3.183537042,34.05553556,1.298929613,0.107181971,8.041763976,0.002346519,0,0.475397855,0,0,0.002808735,199.5849875,0.039523133,249.6251935,15.73957089,27.11133663,0.121076224
Point (130.73747000000000185 -0.50709000000000004),-0.50709,130.73747,RAJA17,165,#FFFF33,Blue Magic,Indonesia,West Papua,Raja Ampat,Selat Dampier,Restricted take multizoned,RLS,#N/A,#N/A,"28/08/2014-11m, 28/08/2014-12m, 20/03/2018-12m",,3,4,2,4,Central Indo-Pacific,Western Coral Triangle,Papua,Tropical,0101000020E6100000FF78AF5A99576040D11DC4CE143AE0BF,29.51985246,3.183537042,34.05553556,1.298929613,0.107181971,8.041763976,0.002346519,0,0.475397855,0,0,0.002808735,199.5849875,0.039523133,249.6251935,15.73957089,27.11133663,0.121076224
Point (130.60340999999999667 -0.59030000000000005),-0.5903,130.60341,RAJA18,165,#FFFF33,Sauandarek,Indonesia,West Papua,Raja Ampat,Selat Dampier,Restricted take multizoned,RLS,#N/A,#N/A,"28/08/2014-5m, 28/08/2014-9m",,,,,,Central Indo-Pacific,Western Coral Triangle,Papua,Tropical,0101000020E61000008A027D224F53604088855AD3BCE3E2BF,29.53720559,3.189733057,34.03491885,1.331661976,0.106835518,8.041034142,0.003060679,0,0.475397855,0,0,0.002784109,199.6493041,0.086716218,245.650963,14.68021172,27.19201556,0.127440938
Point (130.65885000000000105 -0.57028999999999996),-0.57029,130.65885,RAJA2,165,#FFFF33,Yenbuba Jetty,Indonesia,West Papua,Raja Ampat,Selat Dampier,Restricted take multizoned,RLS,#N/A,#N/A,"18/08/2014-8m, 24/08/2014-12m, 19/03/2018-12m, 19/03/2018-8m",,2,3,3,3,Central Indo-Pacific,Western Coral Triangle,Papua,Tropical,0101000020E6100000075F984C15556040008C67D0D03FE2BF,29.5286116,3.188232581,34.04315637,1.31327858,0.107299232,8.041202322,0.002893293,0,0.475397855,0,0,0.002821128,199.6381734,0.078747867,245.1306772,14.26331558,27.15896397,0.124419048
Point (130.68628000000001066 -0.55603000000000002),-0.55603,130.68628,RAJA22,165,#FFFF33,Sorido Jetty SE,Indonesia,West Papua,Raja Ampat,Selat Dampier,No take multizoned,RLS,#N/A,#N/A,30/08/2014-3m,,1,2,3,1,Central Indo-Pacific,Western Coral Triangle,Papua,Tropical,0101000020E6100000C47C7901F65560404209336DFFCAE1BF,29.5286116,3.188232581,34.04315637,1.31327858,0.107299232,8.041202322,0.002893293,0,0.475397855,0,0,0.002821128,199.6381734,0.078747867,245.1306772,14.26331558,27.15896397,0.124419048
Point (130.64277000000001294 -0.58045999999999998),-0.58046,130.64277,RAJA23,165,#FFFF33,Nixons West,Indonesia,West Papua,Raja Ampat,Selat Dampier,Restricted take multizoned,RLS,#N/A,#N/A,"01/09/2014-8m, 01/09/2014-10m",,,,,,Central Indo-Pacific,Western Coral Triangle,Papua,Tropical,0101000020E6100000321B6492915460406D5B94D92093E2BF,29.53720559,3.189733057,34.03491885,1.331661976,0.106835518,8.041034142,0.003060679,0,0.475397855,0,0,0.002784109,199.6493041,0.086716218,245.650963,14.68021172,27.19201556,0.127440938
Point (130.67763999999999669 -0.55513000000000001),-0.55513,130.67764,RAJA24,165,#FFFF33,Kri Jetty,Indonesia,West Papua,Raja Ampat,Selat Dampier,No take multizoned,RLS,#N/A,#N/A,"30/08/2014-4m, 06/09/2014-4.5m",,,,,,Central Indo-Pacific,Western Coral Triangle,Papua,Tropical,0101000020E6100000C4CE143AAF5560404FE960FD9FC3E1BF,29.5286116,3.188232581,34.04315637,1.31327858,0.107299232,8.041202322,0.002893293,0,0.475397855,0,0,0.002821128,199.6381734,0.078747867,245.1306772,14.26331558,27.15896397,0.124419048
Point (130.56162000000000489 -0.59765000000000001),-0.59765,130.56162,RAJA25,165,#FFFF33,NW Mansiwor Mangroves,Indonesia,West Papua,Raja Ampat,Selat Dampier,Restricted take multizoned,RLS,#N/A,#N/A,"02/09/2014-7m, 02/09/2014-12m",,,,,,Central Indo-Pacific,Western Coral Triangle,Papua,Tropical,0101000020E6100000F29881CAF8516040728A8EE4F21FE3BF,29.56307448,3.19488186,33.99668097,1.346237649,0.106088493,8.040980621,0.002887398,0,0.475397855,0,0,0.002763818,199.6434434,0.120622487,249.9296422,14.82939408,27.21346738,0.128818673
Point (130.57585000000000264 -0.59180999999999995),-0.59181,130.57585,RAJA26,165,#FFFF33,Greens Reef,Indonesia,West Papua,Raja Ampat,Selat Dampier,Restricted take multizoned,RLS,#N/A,#N/A,"02/09/2014-9m, 02/09/2014-7m",,,,,,Central Indo-Pacific,Western Coral Triangle,Papua,Tropical,0101000020E6100000DAACFA5C6D526040AB436E861BF0E2BF,29.56307448,3.19488186,33.99668097,1.346237649,0.106088493,8.040980621,0.002887398,0,0.475397855,0,0,0.002763818,199.6434434,0.120622487,249.9296422,14.82939408,27.21346738,0.128818673
Point (130.68643000000000143 -0.46385999999999999),-0.46386,130.68643,RAJA28,165,#FFFF33,Yenbeser Jetty,Indonesia,West Papua,Raja Ampat,Selat Dampier,Restricted take multizoned,RLS,#N/A,#N/A,"03/09/2014-8m, 03/09/2014-5m",,,,,,Central Indo-Pacific,Western Coral Triangle,Papua,Tropical,0101000020E6100000C91F0C3CF75560403A0B7BDAE1AFDDBF,29.517197,3.18190891,34.05576514,1.299282319,0.107195557,8.041804469,0.002343592,0,0.475397855,0,0,0.0028,199.5840483,0.029810421,247.5416812,15.4955966,27.11641424,0.121221929
Point (130.71923000000001025 -0.69542000000000004),-0.69542,130.71923,RAJA29,165,#FFFF33,Wai Reef NE,Indonesia,West Papua,Raja Ampat,Selat Dampier,Restricted take multizoned,RLS,#N/A,#N/A,"04/09/2014-11m, 04/09/2014-10m",,,,,,Central Indo-Pacific,Western Coral Triangle,Papua,Tropical,0101000020E6100000AB09A2EE035760408C7F9F71E140E6BF,29.54095047,3.202916829,34.05702609,1.309217212,0.108275011,8.039907397,0.004070204,0,0.475397855,0,0,0.003056916,199.732785,0.099273657,249.6836206,15.76383837,27.0594606,0.125083422
Point (130.66518999999999551 -0.56898000000000004),-0.56898,130.66519,RAJA3,165,#FFFF33,Ransiwor Islet,Indonesia,West Papua,Raja Ampat,Selat Dampier,Restricted take multizoned,RLS,#N/A,#N/A,"18/08/2014-8m, 25/08/2014-5m, 25/08/2014-15m",,2,4,3,2,Central Indo-Pacific,Western Coral Triangle,Papua,Tropical,0101000020E61000000AF4893C49556040A27F828B1535E2BF,29.5286116,3.188232581,34.04315637,1.31327858,0.107299232,8.041202322,0.002893293,0,0.475397855,0,0,0.002821128,199.6381734,0.078747867,245.1306772,14.26331558,27.15896397,0.124419048
Point (130.70862999999999943 -0.70384999999999998),-0.70385,130.70863,RAJA30,165,#FFFF33,P-47 Wreck,Indonesia,West Papua,Raja Ampat,Selat Dampier,Restricted take multizoned,RLS,#N/A,#N/A,"04/09/2014-9m, 04/09/2014-10m",,,,,,Central Indo-Pacific,Western Coral Triangle,Papua,Tropical,0101000020E6100000DD5ED218AD5660406744696FF085E6BF,29.54723304,3.204996271,34.04877586,1.304951935,0.108672103,8.03945192,0.004696615,0,0.475397855,0,0,0.003136461,199.7786249,0.108664083,245.8968353,15.48501441,27.03724163,0.125273072
Point (130.55200999999999567 -0.58148),-0.58148,130.55201,RAJA31,165,#FFFF33,Dugong Hole,Indonesia,West Papua,Raja Ampat,Selat Dampier,No take multizoned,RLS,#N/A,#N/A,"05/09/2014-5m, 05/09/2014-10m, 24/03/2018-5m, 24/03/2018-10m",,,,,,Central Indo-Pacific,Western Coral Triangle,Papua,Tropical,0101000020E61000001422E010AA51604008E6E8F17B9BE2BF,29.56307448,3.19488186,33.99668097,1.346237649,0.106088493,8.040980621,0.002887398,0,0.475397855,0,0,0.002763818,199.6434434,0.120622487,249.9296422,14.82939408,27.21346738,0.128818673
Point (130.69331999999999994 -0.45155000000000001),-0.45155,130.69332,RAJA32,165,#FFFF33,Biodiversity House Reef,Indonesia,West Papua,Raja Ampat,Selat Dampier,No take multizoned,RLS,#N/A,#N/A,"09/09/2014-5.5m, 09/09/2014-5.1m, 11/09/2014-11m, 20/03/2018-5m, 20/03/2018-11m",,,,,,Central Indo-Pacific,Western Coral Triangle,Papua,Tropical,0101000020E610000035B56CAD2F5660402E90A0F831E6DCBF,29.52112491,3.171171228,34.0169836,1.3169636,0.107472198,8.041649678,0.002843149,0,0.475397855,0,0,0.002713989,199.6296168,0.036234954,246.0346411,15.71955381,27.19548281,0.126071399
Point (130.72742999999999824 -0.49792999999999998),-0.49793,130.72743,RAJA33,165,#FFFF33,Mioskon NE,Indonesia,West Papua,Raja Ampat,Selat Dampier,Restricted take multizoned,RLS,#N/A,#N/A,"10/09/2014-10m, 20/03/2018-10m, 20/03/2018-8m",,2,4,3,3,Central Indo-Pacific,Western Coral Triangle,Papua,Tropical,0101000020E61000002384471B475760403DA06CCA15DEDFBF,29.517197,3.18190891,34.05576514,1.299282319,0.107195557,8.041804469,0.002343592,0,0.475397855,0,0,0.0028,199.5840483,0.029810421,247.5416812,15.4955966,27.11641424,0.121221929
Point (131.14981000000000222 -0.95579000000000003),-0.95579,131.14981,RAJA34,165,#FFFF33,Pulau Matan,Indonesia,West Papua,Raja Ampat,Selat Dampier,Restricted take multizoned,RLS,#N/A,#N/A,"18/03/2018-10m, 18/03/2018-4m",,2,3,3,4,Central Indo-Pacific,Western Coral Triangle,Papua,Tropical,0101000020E6100000A453573ECB646040BC00FBE8D495EEBF,29.7293421,3.311972276,33.96113084,1.32475775,0.110731978,8.039670029,0.006835849,0,0.475397855,0,0,0.00330115,199.8173327,0.021612531,37.51840557,12.41246453,26.63534269,0.128267523
Point (130.45432999999999879 -0.50929999999999997),-0.5093,130.45433,RAJA38,165,#FFFF33,Citrus Ridge,Indonesia,West Papua,Raja Ampat,Selat Dampier,Restricted take multizoned,RLS,#N/A,#N/A,"23/03/2018-4m, 23/03/2018-12m",,3,3,3,3,Central Indo-Pacific,Western Coral Triangle,Papua,Tropical,0101000020E6100000EF7211DF894E6040234A7B832F4CE0BF,29.56193216,3.186955714,33.96372359,1.342114597,0.105629982,8.041371352,0.002559546,0,0.475397855,0,0,0.002712436,199.6598423,0.118938484,252.2626859,15.48883803,27.28097045,0.128575259
Point (130.45984000000001402 -0.51312000000000002),-0.51312,130.45984,RAJA39,165,#FFFF33,Mangrove Ridge,Indonesia,West Papua,Raja Ampat,Selat Dampier,Restricted take multizoned,RLS,#N/A,#N/A,"23/03/2018-7m, 23/03/2018-15m",,1,4,3,3,Central Indo-Pacific,Western Coral Triangle,Papua,Tropical,0101000020E6100000902C6002B74E60407A8D5DA27A6BE0BF,29.56193216,3.186955714,33.96372359,1.342114597,0.105629982,8.041371352,0.002559546,0,0.475397855,0,0,0.002712436,199.6598423,0.118938484,252.2626859,15.48883803,27.28097045,0.128575259
Point (130.68727999999998701 -0.55916999999999994),-0.55917,130.68728,RAJA4,165,#FFFF33,South Kri,Indonesia,West Papua,Raja Ampat,Selat Dampier,No take multizoned,RLS,#N/A,#N/A,"19/08/2014-8m, 31/08/2014-8.5m, 19/03/2018-8.5m, 19/03/2018-8m",,2,4,3,3,Central Indo-Pacific,Western Coral Triangle,Papua,Tropical,0101000020E61000003D66A032FE55604030F0DC7BB8E4E1BF,29.5286116,3.188232581,34.04315637,1.31327858,0.107299232,8.041202322,0.002893293,0,0.475397855,0,0,0.002821128,199.6381734,0.078747867,245.1306772,14.26331558,27.15896397,0.124419048
Point (130.45987999999999829 -0.52209000000000005),-0.52209,130.45988,RAJA40,165,#FFFF33,Bumphead Reef,Indonesia,West Papua,Raja Ampat,Selat Dampier,Restricted take multizoned,RLS,#N/A,#N/A,"23/03/2018-6m, 23/03/2018-12m",,2,4,3,3,Central Indo-Pacific,Western Coral Triangle,Papua,Tropical,0101000020E6100000B4024356B74E60404C327216F6B4E0BF,29.56193216,3.186955714,33.96372359,1.342114597,0.105629982,8.041371352,0.002559546,0,0.475397855,0,0,0.002712436,199.6598423,0.118938484,252.2626859,15.48883803,27.28097045,0.128575259
Point (130.51993999999999119 -0.5635),-0.5635,130.51994,RAJA41,165,#FFFF33,Arborek Jetty,Indonesia,West Papua,Raja Ampat,Selat Dampier,Restricted take multizoned,RLS,#N/A,#N/A,"24/03/2018-4m, 24/03/2018-12m",,1,3,3,3,Central Indo-Pacific,Western Coral Triangle,Papua,Tropical,0101000020E61000003BFC3559A3506040D578E9263108E2BF,29.57312455,3.19309963,33.96934891,1.34891962,0.10584767,8.041075429,0.002782251,0,0.475397855,0,0,0.00273958,199.648694,0.15555403,254.7991358,14.94209814,27.25292168,0.129286566
Point (130.54278999999999655 -0.56079999999999997),-0.5608,130.54279,RAJA5,165,#FFFF33,Manta Cay,Indonesia,West Papua,Raja Ampat,Selat Dampier,Restricted take multizoned,RLS,#N/A,#N/A,"20/08/2014-7m, 24/03/2018-7m, 24/03/2018-11m",,1,3,3,2,Central Indo-Pacific,Western Coral Triangle,Papua,Tropical,0101000020E6100000115322895E516040FC1873D712F2E1BF,29.57312455,3.19309963,33.96934891,1.34891962,0.10584767,8.041075429,0.002782251,0,0.475397855,0,0,0.00273958,199.648694,0.15555403,254.7991358,14.94209814,27.25292168,0.129286566
Point (130.69010000000000105 -0.55657999999999996),-0.55658,130.6901,RAJA6,165,#FFFF33,Cape Kri,Indonesia,West Papua,Raja Ampat,Selat Dampier,No take multizoned,RLS,#N/A,#N/A,"21/08/2014-7m, 01/09/2014-10m, 01/09/2014-7.5m, 05/09/2014-24m",,2,4,3,3,Central Indo-Pacific,Western Coral Triangle,Papua,Tropical,0101000020E6100000075F984C155660401D7233DC80CFE1BF,29.5286116,3.188232581,34.04315637,1.31327858,0.107299232,8.041202322,0.002893293,0,0.475397855,0,0,0.002821128,199.6381734,0.078747867,245.1306772,14.26331558,27.15896397,0.124419048
Point (130.69443999999998596 -0.55303999999999998),-0.55304,130.69444,RAJA7,165,#FFFF33,Koh Reef,Indonesia,West Papua,Raja Ampat,Selat Dampier,No take multizoned,RLS,#N/A,#N/A,21/08/2014-7m,,2,4,3,3,Central Indo-Pacific,Western Coral Triangle,Papua,Tropical,0101000020E610000018213CDA38566040A6272CF180B2E1BF,29.5286116,3.188232581,34.04315637,1.31327858,0.107299232,8.041202322,0.002893293,0,0.475397855,0,0,0.002821128,199.6381734,0.078747867,245.1306772,14.26331558,27.15896397,0.124419048
Point (130.63100000000000023 -0.54054999999999997),-0.54055,130.631,RAJA8,165,#FFFF33,Otdima Reef,Indonesia,West Papua,Raja Ampat,Selat Dampier,Restricted take multizoned,RLS,#N/A,#N/A,22/08/2014-8m,,2,4,3,3,Central Indo-Pacific,Western Coral Triangle,Papua,Tropical,0101000020E6100000D578E92631546040234A7B832F4CE1BF,29.53354169,3.184603971,34.02410879,1.329175564,0.106775476,8.04127319,0.002894621,0,0.475397855,0,0,0.002756835,199.6408453,0.071476673,245.5914856,15.12697673,27.21646425,0.127074841
Point (130.69268999999999892 -0.54303999999999997),-0.54304,130.69269,RAJA9,165,#FFFF33,New Reef,Indonesia,West Papua,Raja Ampat,Selat Dampier,No take multizoned,RLS,#N/A,#N/A,"22/08/2014-7m, 31/08/2014-11m",,2,3,3,3,Central Indo-Pacific,Western Coral Triangle,Papua,Tropical,0101000020E6100000850838842A566040546F0D6C9560E1BF,29.52666434,3.184281741,34.04963204,1.308019534,0.107225072,8.04150955,0.002624878,0,0.475397855,0,0,0.00279723,199.6159075,0.063968543,246.0968279,15.27648849,27.17418606,0.12326256
