species_name,taxonomic_name,phylum,class,order,family,genus,species_epithet,phylogenetic_diversity_index,trophic_level,trophic_level_se,vulnerability,reproductive_mode,fertilization,reproductive_guild,trophic_breadth,diet,trophic_group,diet_level,time,water_column,habitat,macrophyte,complexity
Comanthus sp. [brown],Comanthus spp.,Echinodermata,Crinoidea,Comatulida,Comasteridae,Comanthus,,,,,,,,,,,suspension feeders,,,,,,
Comanthus sp. [cream],Comanthus spp.,Echinodermata,Crinoidea,Comatulida,Comasteridae,Comanthus,,,,,,,,,,,suspension feeders,,,,,,
Comanthus sp. [dark olive green],Comanthus spp.,Echinodermata,Crinoidea,Comatulida,Comasteridae,Comanthus,,,,,,,,,,,suspension feeders,,,,,,
Comanthus sp. [green brown],Comanthus spp.,Echinodermata,Crinoidea,Comatulida,Comasteridae,Comanthus,,,,,,,,,,,suspension feeders,,,,,,
Comanthus sp. [green yellow tips],Comanthus spp.,Echinodermata,Crinoidea,Comatulida,Comasteridae,Comanthus,,,,,,,,,,,suspension feeders,,,,,,
Comanthus sp. [mirabilis cf],Comanthus spp.,Echinodermata,Crinoidea,Comatulida,Comasteridae,Comanthus,,,,,,,,,,,suspension feeders,,,,,,
Comanthus sp. [Multicolored],Comanthus spp.,Echinodermata,Crinoidea,Comatulida,Comasteridae,Comanthus,,,,,,,,,,,suspension feeders,,,,,,
Comanthus sp. [olive green],Comanthus spp.,Echinodermata,Crinoidea,Comatulida,Comasteridae,Comanthus,,,,,,,,,,,suspension feeders,,,,,,
Comanthus sp. [orange brown],Comanthus spp.,Echinodermata,Crinoidea,Comatulida,Comasteridae,Comanthus,,,,,,,,,,,suspension feeders,,,,,,
Comanthus sp. [orange],Comanthus spp.,Echinodermata,Crinoidea,Comatulida,Comasteridae,Comanthus,,,,,,,,,,,suspension feeders,,,,,,
Comanthus sp. [parvicirrus cf],Comanthus spp.,Echinodermata,Crinoidea,Comatulida,Comasteridae,Comanthus,,,,,,,,,,,suspension feeders,,,,,,
Comanthus sp. [parvicirrus?],Comanthus spp.,Echinodermata,Crinoidea,Comatulida,Comasteridae,Comanthus,,,,,,,,,,,suspension feeders,,,,,,
Comanthus sp. [Schlegelii cf],Comanthus spp.,Echinodermata,Crinoidea,Comatulida,Comasteridae,Comanthus,,,,,,,,,,,suspension feeders,,,,,,
Comanthus sp. [small white],Comanthus spp.,Echinodermata,Crinoidea,Comatulida,Comasteridae,Comanthus,,,,,,,,,,,suspension feeders,,,,,,
Comanthus sp. [suavia cf],Comanthus spp.,Echinodermata,Crinoidea,Comatulida,Comasteridae,Comanthus,,,,,,,,,,,suspension feeders,,,,,,
Comanthus sp. [Thick brown pinnae],Comanthus spp.,Echinodermata,Crinoidea,Comatulida,Comasteridae,Comanthus,,,,,,,,,,,suspension feeders,,,,,,
Comanthus sp. [white],Comanthus spp.,Echinodermata,Crinoidea,Comatulida,Comasteridae,Comanthus,,,,,,,,,,,suspension feeders,,,,,,
Comanthus sp. [yellow tips],Comanthus spp.,Echinodermata,Crinoidea,Comatulida,Comasteridae,Comanthus,,,,,,,,,,,suspension feeders,,,,,,
Comanthus sp. [yellow],Comanthus spp.,Echinodermata,Crinoidea,Comatulida,Comasteridae,Comanthus,,,,,,,,,,,suspension feeders,,,,,,
Comaster nobilis,Comaster nobilis,Echinodermata,Crinoidea,Comatulida,Comasteridae,Comaster,nobilis,,,,,,,,,,suspension feeders,,,,,,
Comaster schlegelii,Comaster schlegelii,Echinodermata,Crinoidea,Comatulida,Comasteridae,Comaster,schlegelii,,,,,,,,,,suspension feeders,,,,,,
Comasterid spp.,Comasterid spp.,Echinodermata,Crinoidea,Comatulida,Comasteridae,,,,,,,,,,,,suspension feeders,,,,,,
Comatella stelligera,Comatella stelligera,Echinodermata,Crinoidea,Comatulida,Comasteridae,Comatella,stelligera,,,,,,,,,,suspension feeders,,,,,,
Comatula rotalaria,Comatula rotalaria,Echinodermata,Crinoidea,Comatulida,Comasteridae,Comatula,rotalaria,,,,,,,,,,suspension feeders,,,,,,
Comatula spp.,Comatula spp.,Echinodermata,Crinoidea,Comatulida,Comasteridae,Comatula,,,,,,,,,,,suspension feeders,,,,,,
Davidaster rubiginosus,Davidaster rubiginosus,Echinodermata,Crinoidea,Comatulida,Comasteridae,Davidaster,rubiginosus,,,,,,,,,,suspension feeders,,,,,,
Oxycomanthus solaster,Oxycomanthus solaster,Echinodermata,Crinoidea,Comatulida,Comasteridae,Oxycomanthus,solaster,,,,,,,,,,suspension feeders,,,,,,
Oxycomanthus spp.,Oxycomanthus spp.,Echinodermata,Crinoidea,Comatulida,Comasteridae,Oxycomanthus,,,,,,,,,,,suspension feeders,,,,,,
Phanogenia gracilis,Phanogenia gracilis,Echinodermata,Crinoidea,Comatulida,Comasteridae,Phanogenia,gracilis,,,,,,,,,,suspension feeders,,,,,,
Amphimetra tessellata,Amphimetra tessellata,Echinodermata,Crinoidea,Comatulida,Himerometridae,Amphimetra,tessellata,,,,,,,,,,suspension feeders,,,,,,
Himerometra magnipinna,Himerometra magnipinna,Echinodermata,Crinoidea,Comatulida,Himerometridae,Himerometra,magnipinna,,,,,,,,,,suspension feeders,,,,,,
Himerometra robustipinna,Himerometra robustipinna,Echinodermata,Crinoidea,Comatulida,Himerometridae,Himerometra,robustipinna,,,,,,,,,,suspension feeders,,,,,,
Himerometra spp.,Himerometra spp.,Echinodermata,Crinoidea,Comatulida,Himerometridae,Himerometra,,,,,,,,,,,suspension feeders,,,,,,
Lamprometra palmata,Lamprometra palmata,Echinodermata,Crinoidea,Comatulida,Mariametridae,Lamprometra,palmata,,,,,,,,,,suspension feeders,,,,,,
Stephanometra spp.,Stephanometra spp.,Echinodermata,Crinoidea,Comatulida,Mariametridae,Stephanometra,,,,,,,,,,,suspension feeders,,,,,,
Ptilometra australis,Ptilometra australis,Echinodermata,Crinoidea,Comatulida,Ptilometridae,Ptilometra,australis,,,,,,,,,,suspension feeders,,,,,,
Tropiometra carinata,Tropiometra carinata,Echinodermata,Crinoidea,Comatulida,Tropiometridae,Tropiometra,carinata,,,,,,,,,,suspension feeders,,,,,,
Tropiometra afra,Tropiometra afra,Echinodermata,Crinoidea,Comatulida,Tropiometridae,Tropiometra,afra,,,,,,,,,,suspension feeders,,,,,,
Tropiometra spp.,Tropiometra spp.,Echinodermata,Crinoidea,Comatulida,Tropiometridae,Tropiometra,,,,,,,,,,,suspension feeders,,,,,,
Catoptometra rubroflava,Catoptometra rubroflava,Echinodermata,Crinoidea,Comatulida,Zygometridae,Catoptometra,rubroflava,,,,,,,,,,suspension feeders,,,,,,
Crinoidea spp.,Crinoidea spp.,Echinodermata,Crinoidea,,,,,,,,,,,,,,suspension feeders,,,,,,
Crinoidea spp.,Crinoidea spp.,Echinodermata,Crinoidea,,,,,,,,,,,,,,suspension feeders,,,,,,
Crinoidea sp. [1],Crinoidea spp.,Echinodermata,Crinoidea,,,,,,,,,,,,,,suspension feeders,,,,,,
Crinoidea sp. [2],Crinoidea spp.,Echinodermata,Crinoidea,,,,,,,,,,,,,,suspension feeders,,,,,,
Crinoidea sp. [3],Crinoidea spp.,Echinodermata,Crinoidea,,,,,,,,,,,,,,suspension feeders,,,,,,
Crinoidea sp. [4],Crinoidea spp.,Echinodermata,Crinoidea,,,,,,,,,,,,,,suspension feeders,,,,,,
Crinoidea sp. [Orange white candy],Crinoidea spp.,Echinodermata,Crinoidea,,,,,,,,,,,,,,suspension feeders,,,,,,
Arbacia dufresnii,Arbacia dufresnii,Echinodermata,Echinoidea,Arbacioida,Arbaciidae,Arbacia,dufresnii,,,,,,,,,,herbivore,,,,,,
Arbacia lixula,Arbacia lixula,Echinodermata,Echinoidea,Arbacioida,Arbaciidae,Arbacia,lixula,,,,,,,,,,herbivore,,,,,,
Arbacia stellata,Arbacia stellata,Echinodermata,Echinoidea,Arbacioida,Arbaciidae,Arbacia,stellata,,,,,,,,,,herbivore,,,,,,
Echinus esculentus,Echinus esculentus,Echinodermata,Echinoidea,Camarodonta,Echinidae,Echinus,esculentus,,,,,,,,,,herbivore,,,,,,
Echinometra lucunter,Echinometra lucunter,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,lucunter,,,,,,,,,,herbivore,,,,,,
Echinometra mathaei [white tips],Echinometra mathaei,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,mathaei,,,,,,,,,,herbivore,,,,,,
Echinometra vanbrunti,Echinometra vanbrunti,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,vanbrunti,,,,,,,,,,herbivore,,,,,,
Echinometra viridis,Echinometra viridis,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,viridis,,,,,,,,,,herbivore,,,,,,
Heliocidaris crassispina,Heliocidaris crassispina,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Heliocidaris,crassispina,,,,,,,,,,herbivore,,,,,,
Heterocentrotus trigonarius,Heterocentrotus trigonarius,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Heterocentrotus,trigonarius,,,,,,,,,,herbivore,,,,,,
Loxechinus albus,Loxechinus albus,Echinodermata,Echinoidea,Camarodonta,Parechinidae,Loxechinus,albus,,,,,,,,,,herbivore,,,,,,
Parechinus angulosus,Parechinus angulosus,Echinodermata,Echinoidea,Camarodonta,Parechinidae,Parechinus,angulosus,,,,,,,,,,herbivore,,,,,,
Paracentrotus lividus,Paracentrotus lividus,Echinodermata,Echinoidea,Camarodonta,Parechinidae,Paracentrotus,lividus,,,,,,,,,,herbivore,,,,,,
Strongylocentrotus droebachiensis,Strongylocentrotus droebachiensis,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,droebachiensis,,,,,,,,,,herbivore,,,,,,
Strongylocentrotus purpuratus,Strongylocentrotus purpuratus,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,purpuratus,,,,,,,,,,herbivore,,,,,,
Mesocentrotus franciscanus,Mesocentrotus franciscanus,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,franciscanus,,,,,,,,,,herbivore,,,,,,
Mesocentrotus nudus,Mesocentrotus nudus,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,nudus,,,,,,,,,,herbivore,,,,,,
Pseudocentrotus depressus,Pseudocentrotus depressus,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Pseudocentrotus,depressus,,,,,,,,,,herbivore,,,,,,
Strongylocentrotus intermedius,Strongylocentrotus intermedius,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,intermedius,,,,,,,,,,herbivore,,,,,,
Strongylocentrotus pallidus,Strongylocentrotus pallidus,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,pallidus,,,,,,,,,,herbivore,,,,,,
Strongylocentrotus sp. [Arctic 2],Strongylocentrotus spp.,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,,,,,,,,,,,herbivore,,,,,,
Pseudechinus magellanicus,Pseudechinus magellanicus,Echinodermata,Echinoidea,Camarodonta,Temnopleuridae,Pseudechinus,magellanicus,,,,,,,,,,herbivore,,,,,,
Lytechinus semituberculatus,Lytechinus semituberculatus,Echinodermata,Echinoidea,Camarodonta,Toxopneustidae,Lytechinus,semituberculatus,,,,,,,,,,herbivore,,,,,,
Tripneustes depressus,Tripneustes depressus,Echinodermata,Echinoidea,Camarodonta,Toxopneustidae,Tripneustes,depressus,,,,,,,,,,herbivore,,,,,,
Lytechinus pictus,Lytechinus pictus,Echinodermata,Echinoidea,Camarodonta,Toxopneustidae,Lytechinus,pictus,,,,,,,,,,herbivore,,,,,,
Lytechinus variegatus,Lytechinus variegatus,Echinodermata,Echinoidea,Camarodonta,Toxopneustidae,Lytechinus,variegatus,,,,,,,,,,herbivore,,,,,,
Lytechinus williamsi,Lytechinus williamsi,Echinodermata,Echinoidea,Camarodonta,Toxopneustidae,Lytechinus,williamsi,,,,,,,,,,herbivore,,,,,,
Sphaerechinus granularis,Sphaerechinus granularis,Echinodermata,Echinoidea,Camarodonta,Toxopneustidae,Sphaerechinus,granularis,,,,,,,,,,herbivore,,,,,,
Toxopneustes roseus,Toxopneustes roseus,Echinodermata,Echinoidea,Camarodonta,Toxopneustidae,Toxopneustes,roseus,,,,,,,,,,herbivore,,,,,,
Tripneustes ventricosus,Tripneustes ventricosus,Echinodermata,Echinoidea,Camarodonta,Toxopneustidae,Tripneustes,ventricosus,,,,,,,,,,herbivore,,,,,,
Eucidaris galapagensis,Eucidaris galapagensis,Echinodermata,Echinoidea,Cidaroida,Cidaridae,Eucidaris,galapagensis,,,,,,,,,,herbivore,,,,,,
Eucidaris thouarsii,Eucidaris thouarsii,Echinodermata,Echinoidea,Cidaroida,Cidaridae,Eucidaris,thouarsii,,,,,,,,,,herbivore,,,,,,
Hesperocidaris asteriscus,Hesperocidaris asteriscus,Echinodermata,Echinoidea,Cidaroida,Cidaridae,Hesperocidaris,asteriscus,,,,,,,,,,herbivore,,,,,,
Phyllacanthus irregularis,Phyllacanthus irregularis,Echinodermata,Echinoidea,Cidaroida,Cidaridae,Phyllacanthus,irregularis,,,,,,,,,,herbivore,,,,,,
Phyllacanthus parvispinus,Phyllacanthus parvispinus,Echinodermata,Echinoidea,Cidaroida,Cidaridae,Phyllacanthus,parvispinus,,,,,,,,,,herbivore,,,,,,
Austrocidaris canaliculata,Austrocidaris canaliculata,Echinodermata,Echinoidea,Cidaroida,Cidaridae,Austrocidaris,canaliculata,,,,,,,,,,herbivore,,,,,,
Chondrocidaris gigantea,Chondrocidaris gigantea,Echinodermata,Echinoidea,Cidaroida,Cidaridae,Chondrocidaris,gigantea,,,,,,,,,,herbivore,,,,,,
Cidarid spp.,Cidarid spp.,Echinodermata,Echinoidea,Cidaroida,Cidaridae,,,,,,,,,,,,herbivore,,,,,,
Eucidaris metularia,Eucidaris metularia,Echinodermata,Echinoidea,Cidaroida,Cidaridae,Eucidaris,metularia,,,,,,,,,,herbivore,,,,,,
Eucidaris tribuloides,Eucidaris tribuloides,Echinodermata,Echinoidea,Cidaroida,Cidaridae,Eucidaris,tribuloides,,,,,,,,,,herbivore,,,,,,
Goniocidaris impressa,Goniocidaris impressa,Echinodermata,Echinoidea,Cidaroida,Cidaridae,Goniocidaris,impressa,,,,,,,,,,herbivore,,,,,,
Goniocidaris spp.,Goniocidaris spp.,Echinodermata,Echinoidea,Cidaroida,Cidaridae,Goniocidaris,,,,,,,,,,,herbivore,,,,,,
Goniocidaris tubaria,Goniocidaris tubaria,Echinodermata,Echinoidea,Cidaroida,Cidaridae,Goniocidaris,tubaria,,,,,,,,,,herbivore,,,,,,
Phyllacanthus imperialis,Phyllacanthus imperialis,Echinodermata,Echinoidea,Cidaroida,Cidaridae,Phyllacanthus,imperialis,,,,,,,,,,herbivore,,,,,,
Phyllacanthus longispinus,Phyllacanthus longispinus,Echinodermata,Echinoidea,Cidaroida,Cidaridae,Phyllacanthus,longispinus,,,,,,,,,,herbivore,,,,,,
Phyllacanthus spp.,Phyllacanthus spp.,Echinodermata,Echinoidea,Cidaroida,Cidaridae,Phyllacanthus,,,,,,,,,,,herbivore,,,,,,
Prionocidaris australis,Prionocidaris australis,Echinodermata,Echinoidea,Cidaroida,Cidaridae,Prionocidaris,australis,,,,,,,,,,herbivore,,,,,,
Prionocidaris callista,Prionocidaris callista,Echinodermata,Echinoidea,Cidaroida,Cidaridae,Prionocidaris,callista,,,,,,,,,,herbivore,,,,,,
Prionocidaris spp.,Prionocidaris spp.,Echinodermata,Echinoidea,Cidaroida,Cidaridae,Prionocidaris,,,,,,,,,,,herbivore,,,,,,
Clypeaster australasiae,Clypeaster australasiae,Echinodermata,Echinoidea,Clypeasteroida,Clypeasteridae,Clypeaster,australasiae,,,,,,,,,,omnivore,,,,,,
Clypeaster japonicus,Clypeaster japonicus,Echinodermata,Echinoidea,Clypeasteroida,Clypeasteridae,Clypeaster,japonicus,,,,,,,,,,omnivore,,,,,,
Clypeasterid spp.,Clypeasterid spp.,Echinodermata,Echinoidea,Clypeasteroida,Clypeasteridae,,,,,,,,,,,,omnivore,,,,,,
Peronella lesueuri,Peronella lesueuri,Echinodermata,Echinoidea,Clypeasteroida,Laganidae,Peronella,lesueuri,,,,,,,,,,omnivore,,,,,,
Centrostephanus coronatus,Centrostephanus coronatus,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Centrostephanus,coronatus,,,,,,,,,,herbivore,,,,,,
Centrostephanus rodgersii,Centrostephanus rodgersii,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Centrostephanus,rodgersii,,,,,,,,,,herbivore,,,,,,
Diadema mexicanum,Diadema mexicanum,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Diadema,mexicanum,,,,,,,,,,herbivore,,,,,,
Diadema palmeri,Diadema palmeri,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Diadema,palmeri,,,,,,,,,,herbivore,,,,,,
Diadema savignyi,Diadema savignyi,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Diadema,savignyi,,,,,,,,,,herbivore,,,,,,
Diadema setosum,Diadema setosum,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Diadema,setosum,,,,,,,,,,herbivore,,,,,,
Astropyga pulvinata,Astropyga pulvinata,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Astropyga,pulvinata,,,,,,,,,,herbivore,,,,,,
Centrostephanus tenuispinus,Centrostephanus tenuispinus,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Centrostephanus,tenuispinus,,,,,,,,,,herbivore,,,,,,
Diadema antillarum,Diadema antillarum,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Diadema,antillarum,,,,,,,,,,herbivore,,,,,,
Diadema spp.,Diadema spp.,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Diadema,,,,,,,,,,,herbivore,,,,,,
Echinothrix calamaris,Echinothrix calamaris,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Echinothrix,calamaris,,,,,,,,,,herbivore,,,,,,
Echinothrix diadema,Echinothrix diadema,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Echinothrix,diadema,,,,,,,,,,herbivore,,,,,,
Echinothrix spp.,Echinothrix spp.,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Echinothrix,,,,,,,,,,,herbivore,,,,,,
Echinometra mathaei,Echinometra mathaei,Echinodermata,Echinoidea,Echinoida,Echinometridae,Echinometra,mathaei,,,,,,,,,,herbivore,,,,,,
Echinometra mathaei,Echinometra mathaei,Echinodermata,Echinoidea,Echinoida,Echinometridae,Echinometra,mathaei,,,,,,,,,,herbivore,,,,,,
Evechinus chloroticus,Evechinus chloroticus,Echinodermata,Echinoidea,Echinoida,Echinometridae,Evechinus,chloroticus,,,,,,,,,,herbivore,,,,,,
Heliocidaris erythrogramma,Heliocidaris erythrogramma,Echinodermata,Echinoidea,Echinoida,Echinometridae,Heliocidaris,erythrogramma,,,,,,,,,,herbivore,,,,,,
Heliocidaris tuberculata,Heliocidaris tuberculata,Echinodermata,Echinoidea,Echinoida,Echinometridae,Heliocidaris,tuberculata,,,,,,,,,,herbivore,,,,,,
Echinometra spp.,Echinometra spp.,Echinodermata,Echinoidea,Echinoida,Echinometridae,Echinometra,,,,,,,,,,,herbivore,,,,,,
Echinostrephus aciculatus,Echinostrephus aciculatus,Echinodermata,Echinoidea,Echinoida,Echinometridae,Echinostrephus,aciculatus,,,,,,,,,,herbivore,,,,,,
Echinostrephus aciculatus,Echinostrephus aciculatus,Echinodermata,Echinoidea,Echinoida,Echinometridae,Echinostrephus,aciculatus,,,,,,,,,,herbivore,,,,,,
Echinostrephus molaris,Echinostrephus molaris,Echinodermata,Echinoidea,Echinoida,Echinometridae,Echinostrephus,molaris,,,,,,,,,,herbivore,,,,,,
Echinostrephus spp.,Echinostrephus spp.,Echinodermata,Echinoidea,Echinoida,Echinometridae,Echinostrephus,,,,,,,,,,,herbivore,,,,,,
Heterocentrotus mammillatus,Heterocentrotus mammillatus,Echinodermata,Echinoidea,Echinoida,Echinometridae,Heterocentrotus,mammillatus,,,,,,,,,,herbivore,,,,,,
Asthenosoma intermedium,Asthenosoma intermedium,Echinodermata,Echinoidea,Echinothurioida,Echinothuriidae,Asthenosoma,intermedium,,,,,,,,,,herbivore,,,,,,
Echinoneus cyclostomus,Echinoneus cyclostomus,Echinodermata,Echinoidea,Holectypoida,Echinoneidae,Echinoneus,cyclostomus,,,,,,,,,,omnivore,,,,,,
Brissid spp.,Brissid spp.,Echinodermata,Echinoidea,Spatangoida,Brissidae,,,,,,,,,,,,omnivore,,,,,,
Breynia australasiae,Breynia australasiae,Echinodermata,Echinoidea,Spatangoida,Loveniidae,Breynia,australasiae,,,,,,,,,,omnivore,,,,,,
Echinocardium spp.,Echinocardium spp.,Echinodermata,Echinoidea,Spatangoida,Loveniidae,Echinocardium,,,,,,,,,,,omnivore,,,,,,
Amblypneustes ovum,Amblypneustes ovum,Echinodermata,Echinoidea,Temnopleuroida,Temnopleuridae,Amblypneustes,ovum,,,,,,,,,,herbivore,,,,,,
Amblypneustes elevatus,Amblypneustes elevatus,Echinodermata,Echinoidea,Temnopleuroida,Temnopleuridae,Amblypneustes,elevatus,,,,,,,,,,herbivore,,,,,,
Amblypneustes grandis,Amblypneustes grandis,Echinodermata,Echinoidea,Temnopleuroida,Temnopleuridae,Amblypneustes,grandis,,,,,,,,,,herbivore,,,,,,
Amblypneustes leucoglobus,Amblypneustes leucoglobus,Echinodermata,Echinoidea,Temnopleuroida,Temnopleuridae,Amblypneustes,leucoglobus,,,,,,,,,,herbivore,,,,,,
Amblypneustes pallidus,Amblypneustes pallidus,Echinodermata,Echinoidea,Temnopleuroida,Temnopleuridae,Amblypneustes,pallidus,,,,,,,,,,herbivore,,,,,,
Amblypneustes spp.,Amblypneustes spp.,Echinodermata,Echinoidea,Temnopleuroida,Temnopleuridae,Amblypneustes,,,,,,,,,,,herbivore,,,,,,
Holopneustes inflatus,Holopneustes inflatus,Echinodermata,Echinoidea,Temnopleuroida,Temnopleuridae,Holopneustes,inflatus,,,,,,,,,,herbivore,,,,,,
Holopneustes porosissimus,Holopneustes porosissimus,Echinodermata,Echinoidea,Temnopleuroida,Temnopleuridae,Holopneustes,porosissimus,,,,,,,,,,herbivore,,,,,,
Holopneustes purpurascens,Holopneustes purpurascens,Echinodermata,Echinoidea,Temnopleuroida,Temnopleuridae,Holopneustes,purpurascens,,,,,,,,,,herbivore,,,,,,
Holopneustes spp.,Holopneustes spp.,Echinodermata,Echinoidea,Temnopleuroida,Temnopleuridae,Holopneustes,,,,,,,,,,,herbivore,,,,,,
Microcyphus annulatus,Microcyphus annulatus,Echinodermata,Echinoidea,Temnopleuroida,Temnopleuridae,Microcyphus,annulatus,,,,,,,,,,herbivore,,,,,,
Temnopleurus toreumaticus,Temnopleurus toreumaticus,Echinodermata,Echinoidea,Temnopleuroida,Temnopleuridae,Temnopleurus,toreumaticus,,,,,,,,,,herbivore,,,,,,
Pseudoboletia indiana,Pseudoboletia indiana,Echinodermata,Echinoidea,Temnopleuroida,Toxopneustidae,Pseudoboletia,indiana,,,,,,,,,,herbivore,,,,,,
Tripneustes gratilla,Tripneustes gratilla,Echinodermata,Echinoidea,Temnopleuroida,Toxopneustidae,Tripneustes,gratilla,,,,,,,,,,herbivore,,,,,,
Pseudoboletia maculata,Pseudoboletia maculata,Echinodermata,Echinoidea,Temnopleuroida,Toxopneustidae,Pseudoboletia,maculata,,,,,,,,,,herbivore,,,,,,
Toxopneustes pileolus,Toxopneustes pileolus,Echinodermata,Echinoidea,Temnopleuroida,Toxopneustidae,Toxopneustes,pileolus,,,,,,,,,,herbivore,,,,,,
Echinoidea spp.,Echinoidea spp.,Echinodermata,Echinoidea,,,,,,,,,,,,,,omnivore,,,,,,
Euapta godeffroyi,Euapta godeffroyi,Echinodermata,Holothuroidea,Apodida,Synaptidae,Euapta,godeffroyi,,,,,,,,,,omnivore,,,,,,
Synapta maculata,Synapta maculata,Echinodermata,Holothuroidea,Apodida,Synaptidae,Synapta,maculata,,,,,,,,,,omnivore,,,,,,
Synaptid spp.,Synaptid spp.,Echinodermata,Holothuroidea,Apodida,Synaptidae,,,,,,,,,,,,omnivore,,,,,,
Synaptula spp.,Synaptula spp.,Echinodermata,Holothuroidea,Apodida,Synaptidae,Synaptula,,,,,,,,,,,omnivore,,,,,,
Holothuria edulis,Holothuria edulis,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,edulis,,,,,,,,,,omnivore,,,,,,
Holothuria fuscocinerea,Holothuria fuscocinerea,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,fuscocinerea,,,,,,,,,,omnivore,,,,,,
Holothuria sp. [EI],Holothuria spp.,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,,,,,,,,,,,omnivore,,,,,,
Holothuria spp.,Holothuria spp.,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,,,,,,,,,,,omnivore,,,,,,
Holothuriid spp.,Holothuriid spp.,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,,,,,,,,,,,,omnivore,,,,,,
Actinopyga agassizii,Actinopyga agassizii,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Actinopyga,agassizii,,,,,,,,,,omnivore,,,,,,
Actinopyga echinites,Actinopyga echinites,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Actinopyga,echinites,,,,,,,,,,omnivore,,,,,,
Actinopyga mauritiana,Actinopyga mauritiana,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Actinopyga,mauritiana,,,,,,,,,,omnivore,,,,,,
Actinopyga miliaris,Actinopyga miliaris,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Actinopyga,miliaris,,,,,,,,,,omnivore,,,,,,
Actinopyga spp.,Actinopyga spp.,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Actinopyga,,,,,,,,,,,omnivore,,,,,,
Bohadschia argus,Bohadschia argus,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Bohadschia,argus,,,,,,,,,,omnivore,,,,,,
Bohadschia graeffei,Bohadschia graeffei,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Bohadschia,graeffei,,,,,,,,,,omnivore,,,,,,
Bohadschia graeffei,Bohadschia graeffei,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Bohadschia,graeffei,,,,,,,,,,omnivore,,,,,,
Bohadschia spp.,Bohadschia spp.,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Bohadschia,,,,,,,,,,,omnivore,,,,,,
Bohadschia vitiensis,Bohadschia vitiensis,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Bohadschia,vitiensis,,,,,,,,,,omnivore,,,,,,
Holothuria arenicola,Holothuria arenicola,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,arenicola,,,,,,,,,,omnivore,,,,,,
Holothuria arguinensis,Holothuria arguinensis,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,arguinensis,,,,,,,,,,omnivore,,,,,,
Holothuria atra,Holothuria atra,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,atra,,,,,,,,,,omnivore,,,,,,
Holothuria difficilis,Holothuria difficilis,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,difficilis,,,,,,,,,,omnivore,,,,,,
Holothuria forskali,Holothuria forskali,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,forskali,,,,,,,,,,omnivore,,,,,,
